Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.21    115.04     0.26 103587802     0.00     0.00  __gnu_cxx::new_allocator<Value>::deallocate(Value*, unsigned long)
  0.21    115.29     0.25 95498991     0.00     0.00  std::vector<double, std::allocator<double> >::clear()
  0.20    115.53     0.24 103507732     0.00     0.00  std::enable_if<!std::allocator_traits<std::allocator<Value> >::__select_helper<std::allocator<Value> const>::value, std::allocator<Value> const>::type std::allocator_traits<std::allocator<Value> >::_S_select<std::allocator<Value> const>(std::allocator<Value> const&)
  0.18    115.75     0.22 98160201     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() const
  0.17    115.96     0.21 196010397     0.00     0.00  __gnu_cxx::new_allocator<double>::~new_allocator()
  0.17    116.17     0.21 98010198     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl()
  0.17    116.38     0.21                             operator delete(void*, void*)
  0.17    116.58     0.21    10008     0.00     0.00  std::_Vector_base<Value, std::allocator<Value> >::_Vector_impl::_Vector_impl()
  0.16    116.78     0.20 207016223     0.00     0.00  __gnu_cxx::new_allocator<Value>::new_allocator(__gnu_cxx::new_allocator<Value> const&)
  0.16    116.97     0.20 199097560     0.00     0.00  void std::_Destroy<Value*>(Value*, Value*)
  0.16    117.16     0.19        9     0.02     0.03  Grid::Grid(Grid const&)
  0.15    117.35     0.19 103747942     0.00     0.00  std::_Niter_base<Value*>::iterator_type std::__niter_base<Value*>(Value*)
  0.15    117.53     0.18 207026231     0.00     0.00  __gnu_cxx::new_allocator<Value>::~new_allocator()
  0.15    117.71     0.18 98000199     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&)
  0.15    117.88     0.18 98240202     0.00     0.00  std::_Niter_base<double*>::iterator_type std::__niter_base<double*>(double*)
  0.14    118.05     0.17 196000398     0.00     0.00  __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::base() const
  0.14    118.22     0.17 103747942     0.00     0.00  __gnu_cxx::new_allocator<Value>::max_size() const
  0.14    118.38     0.17                             Coordinate* std::uninitialized_copy<Coordinate*, Coordinate*>(Coordinate*, Coordinate*, Coordinate*)
  0.13    118.54     0.16 103667872     0.00     0.00  std::_Vector_base<Value, std::allocator<Value> >::_M_get_Tp_allocator() const
  0.13    118.70     0.16 98240202     0.00     0.00  std::_Iter_base<double*, false>::_S_base(double*)
  0.12    118.85     0.15    80001     0.00     0.00  double* std::__copy_move_a2<true, double*, double*>(double*, double*, double*)
  0.12    118.99     0.14    10008     0.00     0.00  std::allocator<Value>::allocator()
  0.09    119.10     0.11    10008     0.00     0.00  std::_Vector_base<Value, std::allocator<Value> >::_Vector_base()
  0.09    119.21     0.11     9999     0.00     0.00  __gnu_cxx::new_allocator<double>::new_allocator()
  0.07    119.30     0.09 103747942     0.00     0.00  std::_Iter_base<Value*, false>::_S_base(Value*)
  0.07    119.39     0.09    80001     0.00     0.00  double* std::copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*)
  0.07    119.47     0.08     2225     0.00     0.00  Grad* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<Grad const*, std::vector<Grad, std::allocator<Grad> > >, Grad*>(__gnu_cxx::__normal_iterator<Grad const*, std::vector<Grad, std::allocator<Grad> > >, __gnu_cxx::__normal_iterator<Grad const*, std::vector<Grad, std::allocator<Grad> > >, Grad*)
  0.06    119.54     0.08 98240202     0.00     0.00  __gnu_cxx::new_allocator<double>::max_size() const
  0.05    119.61     0.07     5284     0.00     0.00  void std::_Destroy<Coordinate*>(Coordinate*, Coordinate*)
